"Last updated","Type","Suburb","Venue","Date and time of exposure","Health advice"
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Emu Plains","Cafe at Lewers86 River Road","9am to 9:30am on Friday 9 July 20219am to 9:30am on Thursday 8 July 20219am to 9:30am on Wednesday 7 July 20219am to 9:30am on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Kemps Creek","Caltex Petrol Station Kemps Creek1413 Elizabeth Drive","4:15pm to 4:45pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Centennial Park","Centennial Homestead Cafe1 Grand Drive","12pm to 12:30pm on Wednesday 7 July 20212:40pm to 3:15pm on Saturday 3 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Kareela","Coles KareelaCorner of Bates Drive and Freya Street","1pm to 10pm on Wednesday 7 July 20215pm to 10pm on Tuesday 6 July 20215pm to 10pm on Friday 2 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Pyrmont","Coles Pyrmont50-72 Union Street and Edward Street","10:30am to 10:50am on Thursday 8 July 20211:45pm to 2pm on Tuesday 6 July 20216pm to 6:15pm on Monday 5 July 20211pm to 1:20pm on Monday 5 July 20216pm to 6:15pm on Monday 5 July 20211pm to 1:20pm on Monday 5 July 20216:30pm to 7pm on Friday 2 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Glenbrook","Cons Continental Deli Glenbrook Village31 Park Street","1pm to 1:30pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Jamisontown","Grey Gums BottlemartBlaikie Road and Mulgoa Road","3pm to 3:30pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Jamisontown","Harvey Norman PenrithPenrith Homemaker Centre, Wolseley Street and Mulgoa Road","3pm to 3:30pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Bankstown","Kmart BankstownBankstown Central, North Terrace","11am to 11:30am on Friday 9 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Casula","Kmart CasulaCasula Mall S/C, Kurrajong Road","6pm to 6:45pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Mortdale","Lazezza Kebab Bakery Grills8 Morts Road","2:25pm to 3pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","McGraths Hill","McGraths Hill BMX trackBismarck Street","11am to 1pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Hurstville","No.1 Malatang Restaurant225 Forest Road","5:10pm to 6pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Jamisontown","Penrith Homemaker CentreWolseley Street and Mulgoa Road","3pm to 3:30pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Bankstown","Pharmacy 4 Less BankstownBankstown Central, North Terrace","9am to 9:15am on Friday 9 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Liverpool","PRD Real Estate Liverpool71-73 Scott Street","8:30am to 9:15am on Saturday 10 July 20219am to 5:50pm on Friday 9 July 20219am to 5:30pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Glebe","Schnitz Broadway218/1 Bay Street","6:30pm to 6:45pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Glenbrook","The Take Away JointShop 6/31-33 Ross Street","1pm to 1:30pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Penrith","Tins and Wood3/12 Tindale Street","5:20pm to 5:40pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Windsor","Windsor Riverview Shopping Centre227 George Street","1:30pm to 3pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Emu Plains","Woolworths Emu PlainsLennox Village, Corner Great Western Highway and Lawson Street","4pm to 4:30pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Oran Park","Woolworths Oran ParkOran Park Podium, 351 Oran Park Drive","6am to 11:20am on Sunday 11 July 20216am to 4pm on Saturday 10 July 20216am to 2pm on Friday 9 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"12/07/2021","Monitor for symptoms.","Hoxton Park","Bunnings Hoxton ParkCorner of Cowpasture Road and Airfield Drive","4:15pm to 4:45pm on Thursday 8 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"12/07/2021","Monitor for symptoms.","Bondi Junction","Irish Convenience Store BondiShop 2/310-330 Oxford Street","9:55am to 11:05am on Saturday 10 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"11/07/2021","Get tested immediately and self-isolate for 14 days.","Fairfield Heights","Fairfield Heights Pharmacy275 The Boulevarde","11:45am to 12:30pm on Tuesday 6 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"11/07/2021","Get tested immediately and self-isolate for 14 days.","Edensor Park","Fred's Fruit Market707 Smithfield Road","2pm to 3pm on Friday 9 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"11/07/2021","Get tested immediately and self-isolate for 14 days.","Fairfield","Guirguis Family Medical Practice29 Station Street","1:30pm to 2:30pm on Friday 9 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"11/07/2021","Get tested immediately and self-isolate for 14 days.","Fairfield","MyHealth FairfieldShop G13 Neeta City Shopping Centre, 54 Smart Street","12:30pm to 1pm on Thursday 8 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"11/07/2021","Get tested immediately and self-isolate for 14 days.","Fairfield Heights","S K Market Fairfield Heights2/154 The Boulevarde","7am to 12pm (noon) on Friday 9 July 20217am to 11am on Thursday 8 July 20217am to 11am on Wednesday 7 July 20217am to 11am on Tuesday 6 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"11/07/2021","Get tested immediately and self-isolate for 14 days.","Kogarah","Supreme Pizza Kogarah29 Rocky Point Road","3pm to 10pm on Tuesday 6 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Glebe","Aldi Broadway1 Bay Street","12:20pm to 1pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Pyrmont","Bar Zini Pyrmont78 Harris Street","10am to 10:15am on Thursday 8 July 20211pm to 1:15pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Bass Hill","Bass Hill Plaza753 Hume Highway","3pm to 4:30pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Bass Hill","Broaster Chicken Bass Hill Plaza753 Hume Highway","3pm to 4:30pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Chippendale","Budget Petrol Chippendale70 Regent Street","7pm to 7:10pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Dural","Caltex Petrol Station Dural532 Old Northern Road","5:10pm to 5:20pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Glebe","Coles Broadway1 Bay Street","11:45am to 1:30pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Hurstville","Coles Hurstville Station225 Forest Road","10:30pm to 10:45pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Ramsgate","Coles Ramsgate277 The Grand Parade","4:45pm to 5pm on Tuesday 6 July 20216am to 10am on Sunday 4 July 20219:50pm to 10pm on Saturday 3 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Miranda","David Jones MirandaMiranda Westfield, 600 The Kingsway","11:30am to 11:45am on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Kareela","El Portico ChickenUL7 1-13 Freya Street","5:45pm to 6:10pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Caringbah","Freedom Hearing6/296-300 Kingsway","9am to 10:15am on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Greenacre","Gloria Jeans Greenacre drive through2/51 Roberts Road","7:15pm to 10:30pm on Wednesday 7 July 20215:30pm to 5:45pm on Tuesday 6 July 20217pm to 10pm on Monday 5 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Wetherill Park","Greenway Smiles Dental1183-1187 The Horsley Drive","11:15am to 11:30am on Friday 9 July 20212:45pm to 3:30pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Glebe","Harvey Norman Broadway1 Bay Street","11:40am to 12:10pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Miranda","JD Sports MirandaMiranda Westfield, 600 Kingsway","10am to 11am on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Pyrmont","Jumbo Thai60 Union Street","6:30pm to 7pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Bass Hill","Kmart Bass HillBass Hill Plaza, 753 Hume Highway","3pm to 4:30pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Kogarah","Kogarah Fish MarketShop 11/11 Kensington Street","1pm to 2pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Kogarah","Kogarah Golden Chopsticks11 Kensington Street","4:15pm to 4:45pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Fairy Meadow","McDonalds Fairy Meadow1 Princes Highway","9am to 10am on Saturday 10 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Sydney","Priceline Pharmacy World SquareGround Level 9/644 George Street World Square","5:30pm to 6pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Kogarah","Pulse Espresso Bar4/26-28 Belgrave Street","12:45pm to 1:15pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"11/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Eastgardens","Ribs and Burgers EastgardensWestfield Eastgardens, 152 Bunnerong Road","5:30pm to 9:30pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately and self-isolate for 14 days.","Penrith","Barbeques Galore2/120 Mulgoa Road","2:30pm to 3:45pm on Tuesday 6 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"10/07/2021","Get tested immediately and self-isolate for 14 days.","Miranda","Bupa Dental Miranda600 Kingsway","10:50am to 12:10pm on Wednesday 7 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"10/07/2021","Get tested immediately and self-isolate for 14 days.","Moorebank","Butcher ShedMoorebank Shopping Centre, Shop 16/42 Stockton Avenue","1pm to 1:15pm on Tuesday 6 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"10/07/2021","Get tested immediately and self-isolate for 14 days.","Greenacre","Greenacre Medical Centre168 Waterloo Road","12:40pm to 1:45pm on Tuesday 6 July 202111:40am to 1:50pm on Monday 5 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Moorebank","7-Eleven Moorebank102 Heathcote Road","9pm to 9:15pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Miranda","Aldi Miranda14-16 Wandella Road","11:45am to 12:15pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Sans Souci","Blackbird and Co.310 The Grand Parade","8:20am to 8:40am on Wednesday 7 July 20217am to 7:15am on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Hurstville","Chemist Warehouse HurstvilleLevel 1 Westfield Hurstville, Cross Street and Park Road","2:45pm to 3:15pm on Tuesday 6 July 20211:30pm to 1:55pm on Friday 2 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Carlingford","Fruit World CarlingfordPennant Hills Road and Carlingford Road","4pm to 4:15pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Revesby","Metro Petroleum Revesby10-12 Milperra Road","2pm to 2:05pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Carlingford","Oporto CarlingfordCarlingford Court, Pennant Hills Road and Carlingford Road","4:40pm to 5pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Bass Hill","Speedway Bass Hill Petrol Station966/972 Hume Highway","2:30pm to 2:35pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
